2021/02/21 0:00	55919.75	58354.14	55537.99	57492.91	3562.97	203651061.9	57157.68
2021/02/22 0:00	57485.74	57564.19	47400	54173.65	17002.83	911155318	53588.44
2021/02/23 0:00	54173.64	54196.58	44845.72	48887.93	17766.4	859766472.9	48392.84
2021/02/24 0:00	48927.33	51459.51	47000	49754	8774.37	437575637.8	49869.77
2021/02/25 0:00	49715.13	52079.16	46723	47088.58	7920.69	394705022.2	49832.13
2021/02/26 0:00	47070.18	48476.62	44151.97	46314.83	8126.23	377583642.4	46464.81
2021/02/27 0:00	46324.15	48365.31	45050	46109.98	3071.57	144219099.2	46952.92
2021/02/28 0:00	46142.1	46659.88	43021	45240.96	6668.92	297110731.7	44551.56
2021/03/01 0:00	45261.56	49831.52	45020.25	49629.33	8512.76	408545516.1	47992.14
2021/03/02 0:00	49641.89	50250	47069.52	48516.35	4945.79	240307216.2	48588.25
2021/03/03 0:00	48438	52652.82	48168.45	50379.68	6151.49	312878268.3	50862.22
2021/03/04 0:00	50376.05	51817.54	47500	48360.5	5641.61	277946250.3	49267.17
2021/03/05 0:00	48353.09	49471.24	46294	48739.21	5219.25	248715104.5	47653.45
2021/03/06 0:00	48774.67	49200	47082.29	48904.63	2141.06	103397091.8	48292.47
2021/03/07 0:00	48933.12	51477.53	48933.12	50967.3	2818.45	142113261	50422.49
2021/03/08 0:00	50952.55	52427.8	49316.98	52427.8	4419.56	224764290	50856.7
2021/03/09 0:00	52427.8	54939.26	51857	54929.02	5428.89	293049381.3	53979.59
2021/03/10 0:00	54927.29	57402.89	53010	55852.29	6916.28	384921865.6	55654.48
2021/03/11 0:00	55918.09	58155.99	54269	57772.09	6640.49	374115964.6	56338.63
2021/03/12 0:00	57847.92	58098.5	55011	57271.04	5232.31	296734625.1	56711.97
2021/03/13 0:00	57297.67	61781.83	56080.96	61165.19	6187.83	369229473.6	59670.23
2021/03/14 0:00	61177.03	61700	58959.57	59016.39	3274.12	197852123.4	60429.06
2021/03/15 0:00	58956.9	60595.13	54555	55644.37	7725.21	441393192.8	57136.69
2021/03/16 0:00	55616.42	56950	53221	56908.34	7733.23	425732104.6	55052.32
2021/03/17 0:00	56928.38	58968.8	54124	58901.8	5840.08	328989895.7	56333.14
2021/03/18 0:00	58939.73	60083.25	57000	57648.05	5516.46	323184873.9	58585.51
2021/03/19 0:00	57648.01	59450.95	56279.34	58072	3523.48	205444123.8	58307.12
2021/03/20 0:00	58029.94	59957	57815.61	58138.39	2382.95	140165671.6	58820.34
2021/03/21 0:00	58072.87	58632.52	55500	57381.79	3628.8	207594290.2	57207.46
2021/03/22 0:00	57410.54	58461.78	53715	54070.92	6566.97	367675163	55988.58
2021/03/23 0:00	54117.71	55866.44	52933.03	54361.57	4996.46	272932193.4	54625.07
2021/03/24 0:00	54360.07	57207.33	51638.76	52287.52	6867.56	377085277.6	54908.15
2021/03/25 0:00	52281.77	53271.59	50360	51326.11	6682.62	346759323	51889.75
2021/03/26 0:00	51292.65	55114.86	51263.38	55081.37	4874.25	259910992.2	53323.27
2021/03/27 0:00	55081.26	56686.15	53948.35	55839.42	2609.97	144366052	55313.35
2021/03/28 0:00	55817.85	56573.04	54677.51	55790.92	2073.45	115465189.1	55687.49
2021/03/29 0:00	55790.28	58402.68	54892.42	57600.1	5360.43	306951542.4	57262.53
2021/03/30 0:00	57623.66	59388.66	57011	58760.59	3392.34	198361832.2	58473.48
2021/03/31 0:00	58767.75	59816.17	56713.45	58782.58	4595.25	269467568.9	58640.43
2021/04/01 0:00	58789.96	59490	57935.42	58728.53	2786.58	163922679.3	58825.74
2021/04/02 0:00	58744	60103.04	58450	59003.6	2564.6	152279790.2	59377.6
2021/04/03 0:00	58967.61	59801.39	56922	57064.42	1663.27	97443951.17	58585.83
2021/04/04 0:00	57064.13	58501	56466.25	58212.18	1440.63	82940646.5	57572.41
2021/04/05 0:00	58213.69	59280	56800	59125	2402.44	140036218.7	58289.23
2021/04/06 0:00	59135.36	59473.9	57216	58018.3	2711.4	158094310.1	58307.31
2021/04/07 0:00	58024.9	58668	55441.93	55932.83	5454.58	309187618.4	56684.07
2021/04/08 0:00	55912.38	58145.49	55680.4	58096.6	4586.81	262708078.4	57274.72
2021/04/09 0:00	58066.18	58890.25	57657.43	58109.56	2660.65	154927754.7	58229.33
2021/04/10 0:00	58129.02	61222.22	57870	59766.93	3917.95	235221060.9	60036.76
2021/04/11 0:00	59773.19	60679	59165.15	59979.26	1822.72	108992684.5	59796.71
2021/04/12 0:00	59972.26	61234.56	59361.11	59831.66	3707.44	223073719.7	60169.26
2021/04/13 0:00	59814.87	63769	59780	63564.48	5711.53	354930338.6	62142.81
2021/04/14 0:00	63605.69	64895.22	61327	62986.09	6002.89	380071318.6	63314.69
2021/04/15 0:00	62954.2	63855.37	61998.9	63239.19	3433.45	216131742.2	62948.87
2021/04/16 0:00	63247.24	63580.4	60042.04	61436.24	5778.82	355268677.3	61477.76
2021/04/17 0:00	61436.23	62596.48	59676.67	60032.29	3091.48	188928025.3	61112.41
2021/04/18 0:00	60048.82	60433.81	51541.16	56280.6	12869.86	715234836.7	55574.41
2021/04/19 0:00	56260.83	57633	54252.88	55694.55	5791.24	326058564.5	56302.04
2021/04/20 0:00	55694.55	57119	53400	56503.19	5863.88	325428136.7	55497.04
2021/04/21 0:00	56493.02	56850	54332	55034.57	3812.6	211845070.1	55564.42
